video_id,title,channel_name,subscriber_count,category,publish_date,trending_date,days_to_trend,year,month,day_of_week,trending_country,language,duration_seconds,views,likes,dislikes,comments,like_view_ratio_pct,comment_view_ratio_pct,engagement_score
VID001170,We Found the UNBELIEVABLE fast food,UltraStudio,149629,Howto & Style,14-03-2024,19-03-2024,5,2024,3,Thursday,US,en,878,208255,17756,3335,1387,8.5261,0.666,10.5241
VID001171,NEW Valorant Update is INSANE,MrStudio,2941,Gaming,23-02-2021,02-03-2021,7,2021,2,Tuesday,ID,id,324,10000,551,128,12,5.51,0.12,5.87
VID001172,What Champions League Means For The World,DarkNation,3456,News & Politics,29-08-2025,05-09-2025,7,2025,8,Friday,US,en,405,10000,225,49,55,2.25,0.55,3.9
VID001173,India Crisis Explained,TeamSports,1752469,News & Politics,27-01-2023,03-02-2023,7,2023,1,Friday,IN,en,634,495880,5670,1217,4245,1.1434,0.8561,3.7116
VID001174,Everything You Need to Know About DNA,CoolComedy,2818,Education,03-11-2021,04-11-2021,1,2021,11,Wednesday,SA,ar,455,10000,449,112,31,4.49,0.31,5.42
VID001175,This TikTok trends is UNREAL,TrueExplains,21225,Film & Animation,28-09-2025,28-09-2025,0,2025,9,Sunday,IN,en,280,18781,634,86,115,3.3758,0.6123,5.2127
VID001176,INSANE AI tools You Have to See,MrZone,168210,Pets & Animals,02-08-2024,05-08-2024,3,2024,8,Friday,BR,pt,539,128505,7687,932,1123,5.9819,0.8739,8.6036
VID001177,This gadgets is UNREAL,MoonMedia,9935,Film & Animation,18-01-2023,19-01-2023,1,2023,1,Wednesday,IN,en,290,10000,280,44,44,2.8,0.44,4.12
VID001178,Top 10 Boxing Moments of 2025,SunNetwork,912973,Sports,05-11-2025,08-11-2025,3,2025,11,Wednesday,IN,en,736,10000,162,17,51,1.62,0.51,3.15
VID001179,This survival challenge is UNREAL,SuperVlogs,18547432,Travel & Events,16-04-2020,19-04-2020,3,2020,4,Thursday,US,en,1783,802438,66924,5236,1713,8.3401,0.2135,8.9805
VID001180,This fast food is UNREAL,TopExplains,66669,Howto & Style,21-02-2020,24-02-2020,3,2020,2,Friday,PH,en,260,12833,269,59,80,2.0962,0.6234,3.9663
VID001181,SHOCKING TikTok trends You Have to See,CoolWorld,65823,People & Blogs,26-01-2024,02-02-2024,7,2024,1,Friday,IN,en,264,10000,324,71,17,3.24,0.17,3.75
VID001182,SATISFYING TikTok trends You Have to See,MoonExplains,7499,Pets & Animals,21-10-2022,21-10-2022,0,2022,10,Friday,US,en,949,13760,576,200,42,4.186,0.3052,5.1017
VID001183,Quantum Physics Explained in 30 Minutes,EpicGaming,187314,Education,27-05-2022,28-05-2022,1,2022,5,Friday,MX,es,315,13049,1103,339,186,8.4528,1.4254,12.7289
VID001184,Midnight | Billie Eilish ft. Lil Baby,StudioClips,3418,Music,17-08-2022,18-08-2022,1,2022,8,Wednesday,IN,en,365,10000,488,127,36,4.88,0.36,5.96
VID001185,I Spent $50000 on survival challenge,TrueNation,307247,Entertainment,08-10-2022,09-10-2022,1,2022,10,Saturday,DE,de,385,205325,9150,2432,3127,4.4563,1.523,9.0252
VID001186,AMAZING AI tools You Have to See,DrExplains,201302,Howto & Style,05-02-2026,10-02-2026,5,2026,2,Thursday,TR,tr,338,32823,993,297,120,3.0253,0.3656,4.1221
VID001187,This luxury items is UNREAL,ProSports,572771,Shows,13-09-2023,14-09-2023,1,2023,9,Wednesday,SA,ar,487,305250,7919,2460,861,2.5943,0.2821,3.4405
VID001188,Election 2021 - Latest Updates,OfficialShow,2808,News & Politics,25-06-2023,27-06-2023,2,2023,6,Sunday,BR,pt,927,10000,548,115,0,5.48,0,5.48
VID001189,I Tested Blockchain For 30 Days,WildReacts,766446,Science & Technology,04-06-2020,06-06-2020,2,2020,6,Thursday,AU,en,670,81421,4490,967,777,5.5145,0.9543,8.3774
VID001190,We Tried mystery box For 24 Hours,StarNews,47336,Entertainment,28-11-2024,30-11-2024,2,2024,11,Thursday,US,en,360,204688,20772,3480,1925,10.1481,0.9405,12.9695
VID001191,US Crisis Explained,MrCentral,1096,News & Politics,20-06-2024,22-06-2024,2,2024,6,Thursday,PK,ur,1483,10000,561,170,76,5.61,0.76,7.89
VID001192,Everything You Need to Know About Coding,StudioCentral,62581,Education,27-03-2024,10-04-2024,14,2024,3,Wednesday,AU,en,1154,138007,5434,1684,1488,3.9375,1.0782,7.1721
VID001193,I Spent $50000 on AI tools,DailyGaming,177678,Entertainment,17-01-2023,17-01-2023,0,2023,1,Tuesday,FR,fr,1516,64358,2522,352,627,3.9187,0.9742,6.8414
VID001194,We Found the INSANE fast food,StudioFilms,71494,Comedy,10-10-2021,12-10-2021,2,2021,10,Sunday,BR,pt,305,87365,5701,1255,360,6.5255,0.4121,7.7617
VID001195,I Beat Zelda Without dying,SkyChannel,101493,Gaming,21-12-2024,22-12-2024,1,2024,12,Saturday,IN,en,1145,10000,639,193,48,6.39,0.48,7.83
VID001196,We Tried gadgets For 24 Hours,FireMusic,3702170,Entertainment,04-11-2021,06-11-2021,2,2021,11,Thursday,AR,es,232,905397,74820,6737,1406,8.2638,0.1553,8.7297
VID001197,How Philosophy Actually Works,DailyPlays,1415771,Education,08-09-2021,09-09-2021,1,2021,9,Wednesday,IN,en,476,2944991,19977,1557,28103,0.6783,0.9543,3.5411
VID001198,We Found the AMAZING AI tools,UltraWorld,490758,Howto & Style,07-10-2022,12-10-2022,5,2022,10,Friday,TH,th,1873,257182,14620,2994,663,5.6847,0.2578,6.4581
VID001199,We Found the INSANE gadgets,StudioNews,23894,Travel & Events,17-06-2025,18-06-2025,1,2025,6,Tuesday,US,en,593,14830,682,223,78,4.5988,0.526,6.1767
VID001200,We Found the CRAZY TikTok trends,TopMusic,15372,Howto & Style,18-03-2020,18-03-2020,0,2020,3,Wednesday,US,en,307,10000,557,167,50,5.57,0.5,7.07
VID001201,SATISFYING mystery box You Have to See,SkyNews,3007,Nonprofits & Activism,14-12-2023,16-12-2023,2,2023,12,Thursday,IN,en,141,10000,1074,299,120,10.74,1.2,14.34
VID001202,We Found the CRAZY gadgets,TheClips,36233,Film & Animation,23-08-2021,24-08-2021,1,2021,8,Monday,US,en,383,33034,2000,613,246,6.0544,0.7447,8.2884
VID001203,Midnight - SZA (Live Performance),FireCentral,2451379,Music,29-11-2025,02-12-2025,3,2025,11,Saturday,IN,en,224,216091,12372,3883,589,5.7254,0.2726,6.5431
VID001204,Logan Paul FINALLY Reveals The Truth,TheClips,24186,Entertainment,09-03-2022,12-03-2022,3,2022,3,Wednesday,TH,th,190,10000,838,161,20,8.38,0.2,8.98
VID001205,We Tried survival challenge For 24 Hours,RealCentral,28386,Entertainment,31-03-2023,01-04-2023,1,2023,3,Friday,BR,pt,1204,10291,395,22,26,3.8383,0.2526,4.5962
VID001206,I Beat Minecraft Without taking damage,SkyMusic,7466,Gaming,30-11-2021,01-12-2021,1,2021,11,Tuesday,IN,en,591,10000,415,78,11,4.15,0.11,4.48
VID001207,This fast food is UNREAL,StudioMedia,1492286,Film & Animation,19-03-2021,02-04-2021,14,2021,3,Friday,IN,en,464,72504,5378,1402,108,7.4175,0.149,7.8644
VID001208,SATISFYING luxury items You Have to See,BrightStudio,587592,Autos & Vehicles,28-05-2021,29-05-2021,1,2021,5,Friday,AU,en,799,349956,30304,4789,528,8.6594,0.1509,9.112
VID001209,We Found the CRAZY TikTok trends,UltraNews,121038,Howto & Style,01-07-2023,03-07-2023,2,2023,7,Saturday,JP,ja,1552,115622,2282,701,467,1.9737,0.4039,3.1854
VID001210,SHOCKING luxury items You Have to See,DarkZone,205477,Autos & Vehicles,23-09-2024,26-09-2024,3,2024,9,Monday,IN,en,1412,110816,2841,309,1923,2.5637,1.7353,7.7696
VID001211,This survival challenge is UNREAL,FireClips,935200,Howto & Style,18-02-2022,25-02-2022,7,2022,2,Friday,NG,en,1587,310586,6465,1297,1588,2.0815,0.5113,3.6154
VID001212,This AI tools is UNREAL,OfficialOfficial,30650,Pets & Animals,04-10-2020,09-10-2020,5,2020,10,Sunday,GB,en,647,11073,111,29,33,1.0024,0.298,1.8965
VID001213,Midnight | Billie Eilish ft. Cardi B,SuperShow,178723,Music,10-07-2020,17-07-2020,7,2020,7,Friday,BR,pt,226,36732,1424,290,412,3.8767,1.1216,7.2416
VID001214,We Found the INSANE mystery box,FireGaming,824604,Film & Animation,26-11-2021,27-11-2021,1,2021,11,Friday,CA,en,517,561098,11512,2196,4165,2.0517,0.7423,4.2786
VID001215,This gadgets is UNREAL,TheZone,4388034,Shows,23-07-2020,25-07-2020,2,2020,7,Thursday,FR,fr,826,81614,4265,1443,1000,5.2258,1.2253,8.9017
VID001216,Fire | Metro Boomin ft. Lil Baby,OfficialClips,8883,Music,25-09-2025,27-09-2025,2,2025,9,Thursday,FR,fr,144,10000,1237,106,35,12.37,0.35,13.42
VID001217,SATISFYING AI tools You Have to See,MrOfficial,247650,People & Blogs,02-03-2022,07-03-2022,5,2022,3,Wednesday,CA,en,875,33244,3160,704,357,9.5055,1.0739,12.7271
VID001218,We Found the INSANE mystery box,GlobalClips,192348,Nonprofits & Activism,16-09-2024,19-09-2024,3,2024,9,Monday,US,en,402,478393,29356,7960,5812,6.1364,1.2149,9.7811
VID001219,Fortnite but everything is random,WildFilms,543453,Gaming,04-04-2023,05-04-2023,1,2023,4,Tuesday,CA,en,1519,403825,19323,6748,2932,4.785,0.7261,6.9632
VID001220,We Found the SATISFYING survival challenge,BrightNews,1342826,People & Blogs,13-09-2020,15-09-2020,2,2020,9,Sunday,NG,en,1112,655752,39441,3374,1933,6.0146,0.2948,6.8989
VID001221,INSANE survival challenge You Have to See,SkyTech,55492,Pets & Animals,16-03-2021,17-03-2021,1,2021,3,Tuesday,DE,de,929,15230,541,119,59,3.5522,0.3874,4.7144
VID001222,We Found the SHOCKING luxury items,GlobalPlays,2215055,Howto & Style,16-02-2020,17-02-2020,1,2020,2,Sunday,US,en,591,341909,8840,1110,692,2.5855,0.2024,3.1927
VID001223,Stay | Metro Boomin ft. Cardi B,PrimeHub,29970,Music,26-05-2024,27-05-2024,1,2024,5,Sunday,US,en,198,13658,573,60,34,4.1953,0.2489,4.9422
VID001224,SHOCKING AI tools You Have to See,TrueReacts,1000,Comedy,11-12-2022,16-12-2022,5,2022,12,Sunday,US,en,431,10000,241,78,49,2.41,0.49,3.88
VID001225,Taylor Swift - Thunder (Official Music Video),TeamNation,134632,Music,10-12-2023,12-12-2023,2,2023,12,Sunday,JP,ja,250,12529,272,63,78,2.171,0.6226,4.0386
VID001226,US Crisis Explained,MrSports,110940,News & Politics,22-02-2024,27-02-2024,5,2024,2,Thursday,FR,fr,240,112673,6218,2126,138,5.5186,0.1225,5.8861
VID001227,Bad Bunny - Fire (Official Music Video),MrDaily,6969571,Music,21-02-2022,22-02-2022,1,2022,2,Monday,FR,fr,377,418019,13857,3603,3806,3.3149,0.9105,6.0464
VID001228,This survival challenge is UNREAL,GlobalNation,705354,Comedy,13-12-2021,18-12-2021,5,2021,12,Monday,GB,en,1058,3465772,167688,17240,49054,4.8384,1.4154,9.0846
VID001229,We Found the SHOCKING fast food,BrightVlogs,417126,People & Blogs,19-02-2020,24-02-2020,5,2020,2,Wednesday,PK,ur,871,356099,15843,5253,1447,4.449,0.4063,5.6681
VID001230,We Found the UNBELIEVABLE AI tools,MaxComedy,37879297,Comedy,05-04-2023,10-04-2023,5,2023,4,Wednesday,JP,ja,149,5609599,538422,175354,41043,9.5982,0.7317,11.7932
VID001231,World Leader Makes SHOCKING Announcement,OfficialMusic,9203,News & Politics,17-10-2025,22-10-2025,5,2025,10,Friday,GB,en,115,10000,305,40,66,3.05,0.66,5.03
VID001232,We Found the SHOCKING mystery box,BrightMedia,3039428,Pets & Animals,04-12-2025,06-12-2025,2,2025,12,Thursday,FR,fr,1765,780474,53565,15021,4393,6.8631,0.5629,8.5517
VID001233,MMA Highlights | Olympics,WorldChannel,30004,Sports,24-09-2025,01-10-2025,7,2025,9,Wednesday,BR,pt,407,21487,1045,183,122,4.8634,0.5678,6.5668
VID001234,🔥 The Weeknd NEW SONG 2026,GlobalHD,24485,Music,21-03-2023,22-03-2023,1,2023,3,Tuesday,BR,pt,384,10000,553,55,36,5.53,0.36,6.61
VID001235,Learn Black Holes - Complete Beginner Guide,SuperFilms,4360260,Education,07-08-2021,08-08-2021,1,2021,8,Saturday,GB,en,442,571916,24953,8561,1552,4.3631,0.2714,5.1772
VID001236,SHOCKING luxury items You Have to See,BestShorts,392208,Howto & Style,26-11-2023,03-12-2023,7,2023,11,Sunday,US,en,134,10000,272,60,131,2.72,1.31,6.65
VID001237,We Found the SATISFYING AI tools,UltraPlus,262487,People & Blogs,05-02-2025,06-02-2025,1,2025,2,Wednesday,ID,id,115,98173,7938,2558,643,8.0857,0.655,10.0506
VID001238,I Tested VR For 30 Days,StudioStudio,732575,Science & Technology,19-09-2022,21-09-2022,2,2022,9,Monday,IN,en,805,152710,10366,3457,895,6.788,0.5861,8.5463
VID001239,Learn Calculus - Complete Beginner Guide,WorldWorld,1315283,Education,28-06-2024,29-06-2024,1,2024,6,Friday,TR,tr,1460,232035,14165,1016,3376,6.1047,1.455,10.4695
VID001240,Best Goals/Plays of the Week,UltraStudio,1370539,Sports,06-04-2023,08-04-2023,2,2023,4,Thursday,US,en,243,586516,51194,10530,862,8.7285,0.147,9.1694
VID001241,I Beat Minecraft Without weapons,MegaNation,42181,Gaming,20-10-2021,20-10-2021,0,2021,10,Wednesday,IN,en,1014,15101,1147,212,25,7.5955,0.1656,8.0922
VID001242,Wild - Dua Lipa (Live Performance),OfficialFilms,8199,Music,17-09-2021,19-09-2021,2,2021,9,Friday,IN,en,257,22018,237,60,37,1.0764,0.168,1.5805
VID001243,We Tried AI tools For 24 Hours,FireTech,434616,Entertainment,12-07-2024,19-07-2024,7,2024,7,Friday,BR,pt,782,1246914,111688,25805,7754,8.9572,0.6219,10.8227
VID001244,SATISFYING survival challenge You Have to See,DrMedia,689498,Film & Animation,03-07-2021,06-07-2021,3,2021,7,Saturday,US,en,172,3884147,250585,74071,15740,6.4515,0.4052,7.6672
VID001245,The Weeknd - Gone (Official Music Video),TeamExplains,73400,Music,24-02-2023,25-02-2023,1,2023,2,Friday,PH,en,414,40032,3736,938,371,9.3325,0.9268,12.1128
VID001246,SATISFYING TikTok trends You Have to See,StudioPlus,472366,Autos & Vehicles,06-08-2021,07-08-2021,1,2021,8,Friday,US,en,240,81752,6200,1449,482,7.5839,0.5896,9.3527
VID001247,Fire | Bad Bunny ft. Nicki Minaj,IceBeast,301199,Music,20-02-2020,21-02-2020,1,2020,2,Thursday,SA,ar,238,219168,8797,1682,944,4.0138,0.4307,5.306
VID001248,MrBeast FINALLY Reveals The Truth,StarTV,7384,Entertainment,26-02-2026,27-02-2026,1,2026,2,Thursday,CA,en,348,10000,370,91,83,3.7,0.83,6.19
VID001249,I Beat Fortnite Without crafting,MrNews,73927,Gaming,20-05-2025,27-05-2025,7,2025,5,Tuesday,GB,en,1122,10000,642,201,95,6.42,0.95,9.27
VID001250,Taylor Swift - Ocean [Lyrics],SunSports,3487,Music,29-01-2024,01-02-2024,3,2024,1,Monday,MX,es,245,15994,1740,250,37,10.8791,0.2313,11.5731
VID001251,We Found the CRAZY gadgets,EpicHub,4780541,Shows,27-06-2025,04-07-2025,7,2025,6,Friday,IN,en,233,17910884,825007,203745,91447,4.6062,0.5106,6.1379
VID001252,This AI tools is UNREAL,SuperMusic,83425,Pets & Animals,14-08-2024,17-08-2024,3,2024,8,Wednesday,JP,ja,380,51138,2687,199,72,5.2544,0.1408,5.6768
VID001253,Olivia Rodrigo - Ocean (Official Music Video),MoonZone,7727442,Music,14-05-2024,17-05-2024,3,2024,5,Tuesday,RU,ru,292,294858,7916,2321,4423,2.6847,1.5,7.1848
VID001254,I Beat Baldur's Gate 3 Without weapons,SkyGaming,2039,Gaming,15-02-2025,16-02-2025,1,2025,2,Saturday,TR,tr,1053,19919,1543,103,293,7.7464,1.471,12.1592
VID001255,We Found the EPIC gadgets,IcePlus,23073,Film & Animation,06-04-2021,06-04-2021,0,2021,4,Tuesday,US,en,616,697705,42684,10526,6070,6.1178,0.87,8.7278
VID001256,This gadgets is UNREAL,WildNews,66358,Autos & Vehicles,27-11-2025,11-12-2025,14,2025,11,Thursday,US,en,2949,189513,9700,1006,2007,5.1184,1.059,8.2955
VID001257,Fortnite World Record Speedrun,CoolSports,89917,Gaming,20-05-2021,25-05-2021,5,2021,5,Thursday,VN,vi,2013,291683,9099,1137,278,3.1195,0.0953,3.4054
VID001258,Soccer Highlights | NBA Finals,DrExplains,406361,Sports,05-09-2024,19-09-2024,14,2024,9,Thursday,BR,pt,840,2394546,196902,63033,5939,8.2229,0.248,8.967
VID001259,Ocean | BTS ft. Post Malone,DrHD,1000,Music,03-09-2024,10-09-2024,7,2024,9,Tuesday,CO,es,130,10000,311,32,58,3.11,0.58,4.85
VID001260,Emma Chamberlain FINALLY Reveals The Truth,GlobalStudio,148125,Entertainment,28-03-2024,30-03-2024,2,2024,3,Thursday,US,en,1069,77378,3511,375,683,4.5375,0.8827,7.1855
VID001261,Valorant World Record Speedrun,MegaVlogs,445855,Gaming,08-02-2022,08-02-2022,0,2022,2,Tuesday,CA,en,563,79945,11577,3297,549,14.4812,0.6867,16.5414
VID001262,The Future of Neuralink is HERE,FireTech,155464,Science & Technology,23-02-2020,25-02-2020,2,2020,2,Sunday,GB,en,271,137069,12891,2477,720,9.4048,0.5253,10.9806
VID001263,The Weeknd - Stay [Lyrics],DailyReacts,94130,Music,03-07-2025,05-07-2025,2,2025,7,Thursday,DE,de,220,27488,1539,330,441,5.5988,1.6043,10.4118
VID001264,This mystery box is UNREAL,SuperFilms,18054,Travel & Events,29-08-2023,29-08-2023,0,2023,8,Tuesday,KR,ko,1238,10000,271,44,26,2.71,0.26,3.49
VID001265,Top 10 Cricket Moments of 2026,TeamShorts,171426,Sports,10-07-2024,17-07-2024,7,2024,7,Wednesday,GB,en,258,65519,7715,411,32,11.7752,0.0488,11.9217
VID001266,Basketball Highlights | IPL,MoonComedy,188517,Sports,23-12-2024,23-12-2024,0,2024,12,Monday,JP,ja,959,244941,10411,3343,2171,4.2504,0.8863,6.9094
VID001267,Sunrise | Drake ft. 21 Savage,IceDaily,3155,Music,30-03-2022,06-04-2022,7,2022,3,Wednesday,BR,pt,152,10000,312,94,145,3.12,1.45,7.47
VID001268,This AI tools is UNREAL,SuperZone,7605384,People & Blogs,02-03-2026,03-03-2026,1,2026,3,Monday,BR,pt,1172,2568041,57004,5455,2037,2.2197,0.0793,2.4577
VID001269,KSI FINALLY Reveals The Truth,TeamShow,6456447,Entertainment,10-11-2020,15-11-2020,5,2020,11,Tuesday,IN,en,282,4509739,128307,30170,50144,2.8451,1.1119,6.1808
VID001270,What Super Bowl Means For The World,MaxNews,5437,News & Politics,02-07-2025,07-07-2025,5,2025,7,Wednesday,TH,th,3459,12964,115,14,53,0.8871,0.4088,2.1135
VID001271,SHOCKING fast food You Have to See,MegaHub,40999,Shorts,19-01-2021,21-01-2021,2,2021,1,Tuesday,BR,pt,16,10000,804,209,59,8.04,0.59,9.81
VID001272,You Won't BELIEVE What Happened Next!,BestHD,72309,Entertainment,10-01-2023,11-01-2023,1,2023,1,Tuesday,US,en,493,13271,844,76,205,6.3597,1.5447,10.9939
VID001273,BREAKING: NBA Finals | Full Coverage,TrueComedy,397301,News & Politics,09-04-2020,11-04-2020,2,2020,4,Thursday,SA,ar,1150,37216,1106,228,216,2.9718,0.5804,4.713
VID001274,MrBeast FINALLY Reveals The Truth,DarkMusic,12902889,Entertainment,31-12-2024,31-12-2024,0,2024,12,Tuesday,US,en,464,4709285,279990,82722,15420,5.9455,0.3274,6.9278
VID001275,The Future of ChatGPT is HERE,GlobalMusic,6131,Science & Technology,09-08-2021,10-08-2021,1,2021,8,Monday,IN,en,1173,10994,883,123,81,8.0317,0.7368,10.242
VID001276,I Spent $100 on AI tools,BestPlays,11548,Entertainment,18-06-2023,19-06-2023,1,2023,6,Sunday,AU,en,497,10000,591,189,34,5.91,0.34,6.93
VID001277,SATISFYING TikTok trends You Have to See,BestChannel,1651858,People & Blogs,21-04-2021,26-04-2021,5,2021,4,Wednesday,DE,de,495,346855,24864,2162,1796,7.1684,0.5178,8.7218
VID001278,You Won't BELIEVE What Happened Next!,TeamDaily,4237471,Entertainment,25-07-2020,27-07-2020,2,2020,7,Saturday,MX,es,218,10575214,469669,138991,74542,4.4412,0.7049,6.5558
VID001279,We Found the UNBELIEVABLE AI tools,FireShorts,45799,Comedy,08-11-2023,13-11-2023,5,2023,11,Wednesday,US,en,307,26408,877,91,157,3.321,0.5945,5.1045
VID001280,Why ChatGPT Will Change Everything,MoonMusic,108743,Science & Technology,19-02-2022,20-02-2022,1,2022,2,Saturday,US,en,2147,79652,1986,375,118,2.4933,0.1481,2.9378
VID001281,Best Goals/Plays of the Week,TheHD,77874,Sports,11-02-2026,14-02-2026,3,2026,2,Wednesday,BR,pt,116,10000,587,34,5,5.87,0.05,6.02
VID001282,MrBeast FINALLY Reveals The Truth,PrimeNews,19622,Entertainment,04-05-2022,18-05-2022,14,2022,5,Wednesday,GB,en,405,10000,447,108,31,4.47,0.31,5.4
VID001283,ChatGPT vs Llama 4 - Ultimate Comparison,TheReacts,45780,Science & Technology,30-09-2022,05-10-2022,5,2022,9,Friday,US,en,82,50065,864,120,35,1.7258,0.0699,1.9355
VID001284,This AI tools is UNREAL,MegaCentral,360606,Shows,16-01-2021,21-01-2021,5,2021,1,Saturday,US,en,884,142189,17751,4371,1149,12.4841,0.8081,14.9083
VID001285,This gadgets is UNREAL,BestFilms,92152,Comedy,23-06-2022,07-07-2022,14,2022,6,Thursday,BR,pt,1229,49355,3038,333,69,6.1554,0.1398,6.5748
VID001286,This luxury items is UNREAL,IceShorts,202416,Travel & Events,01-01-2020,03-01-2020,2,2020,1,Wednesday,IN,en,123,99092,13289,2898,1278,13.4108,1.2897,17.2799
VID001287,Doja Cat - Fire (Official Music Video),ProPlays,367384,Music,18-01-2020,21-01-2020,3,2020,1,Saturday,DE,de,284,868106,47621,12073,7993,5.4856,0.9207,8.2478
VID001288,Pokimane plays Minecraft for the first time,MaxExplains,49826,Gaming,11-02-2020,25-02-2020,14,2020,2,Tuesday,GB,en,1110,52794,1071,313,460,2.0286,0.8713,4.6426
VID001289,The Most CRAZY gadgets Ever,EpicLive,432330,Entertainment,22-02-2026,01-03-2026,7,2026,2,Sunday,EG,ar,1360,10000,625,130,10,6.25,0.1,6.55
VID001290,The Most SHOCKING luxury items Ever,TeamHD,555664,Entertainment,19-10-2023,26-10-2023,7,2023,10,Thursday,KR,ko,257,397746,13396,821,2302,3.368,0.5788,5.1043
VID001291,Gone | BTS ft. Post Malone,TeamExplains,24718973,Music,24-12-2024,26-12-2024,2,2024,12,Tuesday,BR,pt,324,27088477,761606,252416,226914,2.8115,0.8377,5.3246
VID001292,I Spent $100000 on luxury items,ProSports,1172,Entertainment,05-02-2026,05-02-2026,0,2026,2,Thursday,US,en,495,10000,212,49,86,2.12,0.86,4.7
VID001293,Basketball Highlights | Olympics,BrightStudio,1682989,Sports,25-06-2023,30-06-2023,5,2023,6,Sunday,US,en,350,424776,7634,1545,691,1.7972,0.1627,2.2852
VID001294,We Found the INSANE survival challenge,FireWorld,1000,Film & Animation,13-03-2024,14-03-2024,1,2024,3,Wednesday,BR,pt,552,10000,326,42,58,3.26,0.58,5
VID001295,UNBELIEVABLE fast food You Have to See,BestStudio,2965909,Comedy,10-07-2021,10-07-2021,0,2021,7,Saturday,US,en,1524,204288677,8902590,2250293,982872,4.3578,0.4811,5.8012
VID001296,Top 10 Football Moments of 2022,GlobalStudio,1456690,Sports,22-06-2022,25-06-2022,3,2022,6,Wednesday,FR,fr,1139,2742631,175101,50426,12131,6.3844,0.4423,7.7114
VID001297,UNBELIEVABLE survival challenge You Have to See,FireSports,122096,People & Blogs,22-06-2020,23-06-2020,1,2020,6,Monday,PH,en,818,37338,2868,416,48,7.6812,0.1286,8.0668
VID001298,Why Blockchain Will Change Everything,PrimeOfficial,327385,Science & Technology,08-06-2021,15-06-2021,7,2021,6,Tuesday,GB,en,375,791363,50732,6522,4761,6.4107,0.6016,8.2156
VID001299,Haaland DESTROYS Chiefs,TopNetwork,2608,Sports,01-07-2023,02-07-2023,1,2023,7,Saturday,US,en,190,10000,152,43,47,1.52,0.47,2.93
VID001300,The Weeknd - Gone (Official Music Video),WildChannel,2637364,Music,12-12-2024,14-12-2024,2,2024,12,Thursday,GB,en,400,203742,7651,631,1041,3.7552,0.5109,5.2881
VID001301,AMAZING mystery box You Have to See,DailyGaming,370062,People & Blogs,29-03-2020,03-04-2020,5,2020,3,Sunday,MX,es,167,73038,4411,1042,701,6.0393,0.9598,8.9186
VID001302,This luxury items is UNREAL,ProReacts,1777329,People & Blogs,31-08-2024,07-09-2024,7,2024,8,Saturday,PK,ur,3493,2849115,163325,36431,20811,5.7325,0.7304,7.9238
VID001303,This gadgets is UNREAL,SkyHub,735764,Howto & Style,31-05-2025,31-05-2025,0,2025,5,Saturday,DE,de,456,1349019,29654,2666,1607,2.1982,0.1191,2.5556
VID001304,BREAKING: Champions League | Full Coverage,MaxHub,9245084,News & Politics,01-05-2024,02-05-2024,1,2024,5,Wednesday,US,en,214,34296670,498328,41813,492077,1.453,1.4348,5.7573
VID001305,NEW Lethal Company Update is INSANE,SkyZone,5072303,Gaming,21-03-2023,23-03-2023,2,2023,3,Tuesday,US,en,1139,1130976,57334,13214,9480,5.0694,0.8382,7.5841
VID001306,This AI tools is UNREAL,IceTV,1435,Film & Animation,07-11-2022,07-11-2022,0,2022,11,Monday,RU,ru,183,10000,356,24,26,3.56,0.26,4.34
VID001307,Election 2023 - Latest Updates,StarFilms,7280742,News & Politics,17-09-2024,22-09-2024,5,2024,9,Tuesday,AU,en,231,2560790,174876,26168,10385,6.829,0.4055,8.0456
VID001308,We Tried survival challenge For 24 Hours,DailyStudio,3732,Entertainment,28-11-2022,01-12-2022,3,2022,11,Monday,US,en,434,10000,292,66,68,2.92,0.68,4.96
VID001309,We Found the SATISFYING survival challenge,IceVlogs,158236,Comedy,02-02-2026,02-02-2026,0,2026,2,Monday,FR,fr,1519,37149,2120,203,37,5.7067,0.0996,6.0055
VID001310,Tennis Highlights | IPL,MrNews,8678324,Sports,10-09-2024,12-09-2024,2,2024,9,Tuesday,ID,id,1399,727482,25555,4768,933,3.5128,0.1283,3.8976
VID001311,We Tried fast food For 24 Hours,BrightVlogs,40321,Entertainment,23-07-2021,28-07-2021,5,2021,7,Friday,IN,en,131,155728,12950,2621,210,8.3158,0.1349,8.7203
VID001312,We Tried survival challenge For 24 Hours,DarkHD,47853,Entertainment,11-08-2024,16-08-2024,5,2024,8,Sunday,US,en,1366,60271,3173,216,190,5.2646,0.3152,6.2103
VID001313,Virat Kohli DESTROYS Man City,CoolPlays,23272,Sports,14-03-2020,14-03-2020,0,2020,3,Saturday,PH,en,1565,10000,652,218,101,6.52,1.01,9.55
VID001314,You Won't BELIEVE What Happened Next!,TrueTV,310603,Entertainment,11-10-2024,11-10-2024,0,2024,10,Friday,US,en,399,27528,2188,181,158,7.9483,0.574,9.6702
VID001315,Ice - Metro Boomin (Live Performance),DarkReacts,1377593,Music,10-01-2023,17-01-2023,7,2023,1,Tuesday,RU,ru,255,550661,34806,5663,1561,6.3208,0.2835,7.1712
VID001316,You Won't BELIEVE What Happened Next!,OfficialComedy,1249,Entertainment,22-01-2025,22-01-2025,0,2025,1,Wednesday,CO,es,2215,10000,1404,341,128,14.04,1.28,17.88
